salesforce_account_id,account_name,active_workspace_count,q4_2025_dbus,q4_2025_dollars
001Vp000003970bIAA,Pogust Goodhead,7,10978.39,4633.18
0014N00001nfDaUQAU,Buro Happold,2,10826.87,2710.49
001Vp00000YmkjJIAR,WINTERBOTHAM DARBY & CO.LIMITED,2,10753.71,5491.97
0018Y00002veZWaQAM,Mace,6,10678.42,3192.84
0018Y00002yHgxCQAS,Everyman Media Group,1,10634.25,3524.36
001Vp00000HAolAIAT,St Mungo's,1,10519.74,4224.68
0016100001BItHWAA1,Matillion,1,10333.44,4966.12
001Vp00000Rk2dcIAB,ZODIAC MARITIME LIMITED,2,10230.56,7057.04
0018Y00002vRoxAQAS,RSSB,5,10167.74,4041.16
0018Y000036eArOQAU,Individual Restaurants,2,10158.59,2336.93
0016100001H6k74AAB,Baillie Gifford,2,10101.05,8296.83
0016100001Qci6VAAR,AvePoint,10,10032.92,2101.47
0013f000004TCizAAG,Aiimi,8,9954.27,3474.81
001Vp00000M8NKZIA3,The In Group,1,9935.69,1236.25
001Vp00000JcLyDIAV,Shackleton Advisors,3,9930.79,1324.72
001Vp000003fJriIAE,HF SOLICITORS LLP,3,9687.47,2355.89
0018Y00002yHgwiQAC,Perbak Capital,2,9595.74,3813.11
0013f000009dyXIAAY,Brent Council,3,9534.65,3019.53
001Vp000006zl3cIAA,Situ,3,9498.17,3435.69
0018Y00002vQ9kkQAC,Human Data Sciences,6,9495.17,3741.97
0016100001SUIRuAAP,Harrods,2,9454.64,1109.1
001Vp0000033hLIIAY,Anchor Housing,4,9453.94,2624.59
0018Y00002seuqUQAQ,Inbox Insight Ltd,13,9444.13,5143.73
0016100001SRNLcAAP,Hallo,1,9381.47,4382.65
001Vp000001VcqFIAS,Buckinghamshire Healthcare NHS Trust,3,9368.78,3577.15
0013f000009fkJZAAY,Scalene Group,1,9353.79,4371.05
001Vp0000033aDaIAI,Anumana Limited,5,9309.98,3577.32
001Vp0000038t7UIAQ,DATASHAPA LIMITED,1,9299.35,4671.32
0013f000009fns4AAA,EV Cargo Technology UK Limited,3,9245.32,4854.2
0016100001G26IoAAJ,BP - Global HQ,8,9195.23,510.89
0013f0000064lLFAAY,Sesame Bankhall Group (SBG),3,9151.0,4813.68
0013f000009g70iAAA,UK Sports Institute Limited,1,9096.53,1856.64
0013f00000AiPBxAAN,Gloucestershire County Council,2,8987.83,2058.27
001Vp00000Mo1AnIAJ,GenderGP Limited,1,8948.53,4186.3
0014N00001nfDdJQAU,Costain,12,8910.1,4410.3
0016100000UNJboAAH,adidas AG,5,8876.64,647.28
001Vp000003i09AIAQ,LV= Life & Pensions,2,8866.55,3550.83
0016100001AULcRAAX,Amadeus,3,8833.02,0.96
001Vp000008C7NxIAK,TUBR LTD,1,8830.82,608.0
001Vp00000ZsirEIAR,STORAL LEARNING LTD,3,8753.17,3488.13
0016100001UFBhWAAX,BCA Marketplace Limited,6,8686.19,2953.3
0016100001WowGDAAZ,Lookers,5,8639.06,3432.95
001Vp000008zpe5IAA,OmniaMed Communications,1,8627.21,3188.82
0016100001ODdtdAAD,IQVIA  Inc.,9,8574.66,2292.39
0016100001F0UgBAAV,GSK,3,8537.19,1462.93
001Vp00000aryXaIAI,sms-plc.it,3,8358.5,1354.35
0013f000009eviIAAQ,MS Amlin,8,8320.11,3233.35
0016100001H6v2PAAR,UiPath,1,8280.95,1519.56
001Vp00000Ie1UTIAZ,Indra Renewable Technologies,2,8243.54,3501.68
0014N00001tPED4QAO,Castle Trust Bank,2,8190.5,2816.02
0018Y00002yGCzgQAG,Kubrick Group,8,8158.69,4202.27
0016100001G26IKAAZ,Department for Education (DfE),15,8142.65,2450.48
0016100001YhDzcAAF,London Borough of Tower Hamlets,4,8109.63,3466.57
001Vp00000FxAtyIAF,INSPIRED EDUCATION HOLDINGS LIMITED,4,7939.95,5706.71
001Vp000007IPTwIAO,Quickline,4,7888.72,4588.26
0014N000020s69DQAQ,Hayfin Capital Management LLP,4,7742.08,2355.61
001Vp00000ftZTnIAM,STONEBRIDGE,1,7735.37,2833.8
001Vp00000LECoVIAX,BARBICAN (PRECIOUS METALS) LIMITED,1,7720.3,3753.03
0014N00001g7VqXQAU,KPMG LLP (US),13,7643.78,2036.49
001Vp00000395oPIAQ,Red Flag Alert,5,7538.46,2047.52
0018Y00002fqhGAQAY,M6toll,1,7500.51,3936.7
0018Y00002qS3CBQA0,International Tennis Federation,4,7464.13,1970.57
0013f000009f6rVAAQ,Royal Mencap Society,1,7448.86,1471.54
0013f000008oiRtAAI,Pinsent Masons,3,7411.49,454.3
0014N00001g7k8pQAA,Close Brothers,2,7392.55,509.32
0014N00001tNbHzQAK,Wilmington Group,1,7379.13,2837.12
0016100001TPJetAAH,Tata Communications,1,7374.13,2158.08
0016100000cEXEyAAO,Nintex,3,7370.24,2268.06
0016100001WoXd8AAF,CACI Ltd,15,7339.63,3887.8
0013f000009dUnOAAU,NMC Healthcare,2,7187.31,3448.01
00161000011bpDPAAY,BMS Group,5,7141.14,2506.15
001Vp0000067kacIAA,greenlocal.co.uk,2,7113.9,3009.9
0018Y00002sd2oUQAQ,Simmons & Simmons LLP,5,7058.97,3456.4
0013f000008oxLdAAI,Conrad Energy,1,7018.01,3267.24
0016100001EzrtCAAR,Ebiquity Plc,2,6987.54,3267.29
0014N00001wsDd3QAE,Cornerstone Telecommunications Infrastructure Limited,4,6985.54,3461.28
0018Y0000348hcjQAA,Leicestershire Partnership NHS Trust,12,6964.06,180.85
001Vp0000033W6cIAE,Terraquest Group Limited,11,6836.99,3426.49
0016100001WoQcmAAF,Bentley Systems,9,6790.23,1164.31
0018Y00002veUeAQAU,Department of Agricultural Environment and Rural Affairs (DAERA),6,6784.78,2576.99
0018Y000032TC29QAG,Expro Americas  LLC,1,6702.7,2124.15
0016100001SQwKAAA1,Distribution Technology,1,6647.16,4189.32
0014N00001nfkAsQAI,Killik & Co,3,6634.11,3245.47
0018Y00002r5sblQAA,Briggs Equipment UK Ltd,10,6564.43,3857.64
001Vp00000CoVkzIAF,RED ENGINE  LLC,3,6544.67,3562.51
001Vp000003fGNYIA2,Carbon Cap,1,6536.56,2598.09
0014N00002BA283QAD,Czarnikow Group,4,6509.46,2449.26
0018Y00002yHbmBQAS,Bennetts Motorcycle Services Limited,2,6455.11,1425.49
0018Y00002m547kQAA,Ogi Wales,2,6447.43,3076.0
0013f000009dyXCAAY,Financial Services Compensation Scheme,10,6439.63,2703.37
001Vp00000T6zzPIAR,City of London Police,1,6429.2,2710.04
001Vp000005ycJ3IAI,Mobius,7,6424.95,1833.96
0016100001H6k6aAAB,allpay Limited,2,6392.82,2147.59
0013f000009egULAAY,OCS Group,4,6191.89,426.38
0018Y000036eB5BQAU,Bregal Investments,3,6102.43,2428.97
001Vp000009fGLYIA2,OPEN GI PROJECTS LIMITED,8,6082.45,3855.54
0018Y00002fsSxAQAU,Arreoblue LTD,6,6080.78,1801.04
0016100001OCDPyAAP,First Databank (FDB),14,6070.5,2948.91
001Vp0000038yQKIAY,Talon,2,6001.05,2734.58
001Vp000007r6kuIAA,British Psychological Society,1,5989.22,1500.6
0016100001H6kBJAAZ,Home Group,2,5750.32,2602.41
0013f000009fnkKAAQ,Residently,3,5706.28,1468.63
0018Y00002lraEVQAY,Sportlight Technology,2,5595.62,1606.27
001Vp00000SZ3cPIAT,Bridgehaven Insurance,4,5491.87,3419.68
0014N00001nezG3QAI,TransferRoom,3,5394.17,2758.14
0016100001H5p4EAAR,Dataiku,8,5382.48,756.06
001Vp00000MbSohIAF,Newcastle Building Society,7,5364.91,1746.4
001Vp00000DVzqvIAD,Leanix  Inc.,1,5316.88,1562.48
0013f000008og8MAAQ,Fifthdelta,1,5290.19,2102.32
001Vp0000033ZhSIAU,My Money Matters,2,5279.28,1770.02
0016100000U5Ds3AAF,Cisco Systems  Inc.,4,5259.47,2218.43
0016100001VcS8YAAV,AtkinsRealis,11,5238.08,2740.86
0014N00001iqoL6QAI,Babcock International Group,1,5205.02,2275.18
0018Y00002zIozYQAS,UPP Group,3,5191.0,2532.19
0016100001Ezon6AAB,Elastacloud,24,5185.65,1541.08
0016100001H6kCsAAJ,Forvis Mazars Group,3,5175.31,2542.54
0013f000008odxiAAA,Auditdata A/S,3,5136.98,1795.46
0018Y00002yHGbVQAW,The R&A,1,5054.81,1839.84
0016100001SRMWFAA5,Peabody State Bank,4,5054.32,2347.48
001Vp00000V8r0VIAR,KEY RESORTS INTERNATIONAL DMCC,2,5004.89,3319.35
0016100001Qdu5OAAR,NATS,4,4999.13,2098.19
0018Y00002vRFaHQAW,Seapeak,14,4959.62,2271.86
0018Y00002fr8NSQAY,MSI Reproductive Choices UK,2,4878.34,2188.79
0018Y0000347JT9QAM,Canal & River Trust,9,4842.39,1653.04
0013f000004S4duAAC,Clarksons Pl,7,4831.39,405.9
001Vp000008tRpTIAU,People 2.0,1,4820.85,321.66
0018Y000031DnQxQAK,Ultimate Finance,1,4788.14,2534.6
001Vp00000CGGLIIA5,bwc-cyberdefence.com,3,4773.94,3192.77
001Vp000005e5W7IAI,Teach First UK,3,4766.55,2164.81
001Vp00000QeVvmIAF,smartcmd.tech,1,4739.9,1048.12
0013f000009gLQJAA2,Sizewell C,1,4724.97,119.89
0013f000009dyWTAAY,Wandsworth Council,1,4712.4,1876.01
0014N00001tQE8RQAW,Stonegate Pub,1,4681.67,1760.88
0018Y000036eB3jQAE,Oxera,24,4646.09,2453.45
0016100001TNJIpAAP,Repsol  SA,1,4627.07,1408.8
0014N00001nfDqrQAE,J Murphy & Sons,4,4598.05,1328.84
00161000005eOclAAE,DNV,1,4593.93,1312.01
00161000019qS67AAE,Stantec,3,4525.16,62.46
0016100000U5DvCAAV,Halliburton,2,4525.01,60.78
0016100001XnYBjAAN,University College London,10,4521.99,1325.54
0018Y000036eAuSQAU,Global Banking,2,4519.93,1306.26
001Vp000004TJDFIA4,SATVA SOFTECH LTD,1,4472.33,28.42
0018Y000031CfLcQAK,Hallo Healthcare Group,1,4435.03,1933.43
0016100001SQzDIAA1,Pete,4,4434.13,2104.35
0018Y000032TDxPQAW,Warwickshire Police,4,4416.0,0.0
0018Y00002qRsFLQA0,The Data Crew,1,4416.0,0.0
0014N00001nfDfeQAE,IDH Group,1,4340.07,2071.12
0016100000gJemdAAC,Publicis Groupe,3,4327.32,2165.77
0013f0000063xxLAAQ,Unmapped Workspaces - EMEA,29,4254.88,1440.94
0016100001N4PMfAAN,apetito,5,4252.67,1140.47
001Vp000008NlJNIA0,smg-team.com,4,4249.6,3174.45
0018Y00002yHgxgQAC,Victory Hill Capital Partners,1,4226.72,1658.68
001Vp0000038rx3IAA,CALEX UK LTD,2,4203.78,2434.42
001Vp000000XQzqIAG,Headfirst Global PLC,2,4173.96,2069.5
001Vp00000Fp8vuIAB,South Wales Police,5,4151.24,1742.57
001Vp0000033Ze9IAE,Carestream Dental,1,4090.65,1043.12
0018Y00002fp9sRQAQ,Origin Housing,1,4038.22,1046.43
001Vp000005dFxIIAU,HCFX,1,3956.84,1783.43
001Vp00000SqJ1fIAF,mysterahealth.com,1,3955.58,253.84
001Vp000003kPRZIA2,IntelliAM AI PLC,2,3947.7,2002.86
0014N00001g8fXnQAI,3Cloud LLC,43,3943.21,807.79
0018Y00002yEg0JQAS,Durham County Council,2,3849.1,1074.91
001Vp00000GD1xzIAD,Swiipr,2,3828.6,1301.73
001Vp00000Rf1yOIAR,Axiom Intelligence,1,3802.53,330.99
001Vp000000ZILbIAO,Ford Motor China,2,3781.48,1888.18
0014N00001tNfSJQA0,Kensington Mortgages,11,3745.84,1583.03
001Vp0000096EWBIA2,GREENWICH LEISURE LTD,1,3733.15,1290.71
0016100001QciCxAAJ,Berkshire Hathaway Energy Company,3,3707.31,1664.4
001Vp0000033bUeIAI,Fevertree Limited,3,3698.05,2172.35
0018Y00002m3kVAQAY,Talking Medicines,2,3689.44,1397.66
00161000011cKWtAAM,Dentsu US Merkle,8,3555.45,1194.15
001Vp0000033SUqIAM,dpr.co.uk,2,3527.42,1462.43
001Vp00000HsaEXIAZ,zenbyzenith.com,2,3478.64,1411.56
001Vp00000W6Up4IAF,EQUE2 LIMITED,2,3467.62,615.48
001Vp000006DDAVIA4,The Wildlife Trusts,2,3460.89,2733.36
001Vp00000RppU2IAJ,FLR SPECTRON LIMITED,1,3454.8,710.34
001Vp000008hYUzIAM,hotaka.io,1,3410.72,2356.77
0018Y00002r4Z8oQAE,Macro Hive Ltd,3,3406.06,1769.99
0018Y00002yGr5RQAS,Jersey Post,3,3367.14,1072.43
0014N00001nfDeCQAU,Barratt Developments,2,3338.23,1441.05
0016100001XoyAmAAJ,Lighthouse Document Technologies,6,3329.01,1316.95
001Vp00000JgWYUIA3,Expert Thinking (Consulting) Limited,1,3318.43,1414.84
0013f000009fBQXAA2,Coforge  Inc. (HQ),4,3312.0,822.13
001Vp00000PPKLKIA5,UnifEye Ltd,1,3288.13,2242.19
0018Y00002vRRlJQAW,3i Solutions shpk,1,3202.5,352.25
0013f000005S3HAAA0,Exponentia.ai Private limited,3,3191.28,186.76
001Vp0000038zssIAA,SEPLAT ENERGY PLC,1,3174.86,1483.62
001Vp0000054iyuIAA,Catch22,4,3158.26,1003.4
0013f00000AiNtvAAF,OneAdvanced IT Services Limited,7,3137.41,1629.18
0013f0000065ARnAAM,Geronimo Power,1,3128.35,1105.08
001Vp000001JQ00IAG,BoilerJuice,1,3113.08,1638.44
001Vp00000bsLwbIAE,Spinnaker Analytics Llc,1,3091.88,840.86
0018Y000036dcqmQAA,Marie Curie,18,3054.39,1318.51
0013f000008oynpAAA,Flexitricity,2,3022.87,1027.78
001Vp0000075w90IAA,FORTH ENERGY LIMITED,4,3009.15,1136.89
001Vp00000LE7iWIAT,Monmouthshire Building Society,3,2966.93,1372.3
001Vp00000GwhD9IAJ,Midland Heart,2,2894.31,680.43
0014N000020q5PUQAY,Save the Children Federation  Inc,7,2890.78,1774.99
001Vp00000392cHIAQ,CUSTOMER VALUE ENGINEERING Ltd. (Trading as Intuita Consulting),3,2878.93,515.51
0018Y00002sfpT6QAI,Rhondda Cynon Taff County Borough Council,1,2857.71,1326.02
001Vp0000033feaIAA,Keller Postman,1,2825.69,1385.73
001Vp00000itEsFIAU,Deesha,2,2817.64,1715.3
0018Y00002schE2QAI,SImpson Associates Information Services Limited,32,2810.01,1204.65
0016100001Xn72CAAR,Perkbox Limited,2,2794.93,950.28
001Vp00000P2eZHIAZ,Initials CX,2,2774.0,1106.4
001Vp00000MWKQVIA5,Newcastle Soccer League,1,2728.51,760.71
0016100001TPJvKAAX,Kroll,1,2710.13,980.74
0016100001G26I2AAJ,SITA,1,2705.81,298.82
001Vp000009JEzwIAG,stateraoperations.co.uk,4,2699.66,1046.39
0018Y00003472wfQAA,Versilia Solutions,1,2583.54,1021.75
001Vp00000NilxNIAR,THE FOOTBALL LEAGUE OF WALES LIMITED,1,2572.13,874.52
001Vp00000I8E59IAF,BW: Workplace Experts,1,2491.24,990.52
001Vp0000045IABIA2,John G. Russell,4,2449.27,1121.61
001Vp000004Qzh6IAC,itslaw.co.uk,3,2427.53,1140.8
0016100001EyiyuAAB,EXL Service,3,2402.49,92.58
001Vp0000033geAIAQ,Gravita,1,2391.18,1213.85
001Vp00000HlODFIA3,MB&G Insurance,1,2379.08,808.89
001Vp00000BGWGvIAP,LEGAL AND GENERAL AFFORDABLE HOMES (CAPITAL) LIMITED,3,2377.77,1155.59
0016100001Ivx3TAAR,Landmark Information Group,34,2373.48,586.14
001Vp000007kAYDIA2,Colibri Digital,3,2363.41,1389.81
0016100001fQSasAAG,Tokyo Electron,1,2359.03,788.63
001Vp0000039091IAA,natpower.com,2,2356.76,355.97
0018Y000032TDG5QAO,Axis Europe Plc,1,2343.4,253.97
001Vp00000MDdy9IAD,petratradefinance.com,1,2312.63,902.27
0018Y00002frqshQAA,Itch Pet,2,2260.85,1056.95
001Vp00000d11DKIAY,GHANA REVENUE AUTHORITY,3,2259.6,1436.67
001Vp0000033VvOIAU,Barnardo's,3,2242.26,1420.81
001Vp00000Kd85VIAR,AKO CAPITAL LLP,1,2225.8,881.31
00161000005eOe6AAE,Deloitte Consulting (HQ),18,2225.37,8.66
001Vp00000W1u97IAB,INDIGOEDEN CONSULTING LTD,4,2208.47,0.22
0014N00001iqo7YQAQ,The Oakland Group,3,2208.0,0.0
0016100000d0N03AAE,MILLIMAN,1,2208.0,0.0
00161000011ZjBDAA0,General Atlantic,2,2208.0,0.0
0016100001fQSWLAA4,Mubadala Investment Company,1,2208.0,0.0
001Vp00000UJrnJIAT,J.W. FILSHILL LIMITED,1,2193.2,1477.87
001Vp00000Np3D7IAJ,REALSTAR INTERNATIONAL LIMITED,1,2191.38,1077.42
0014N00002BCSpyQAH,Kagool,3,2150.55,731.19
0018Y00002qSi6MQAS,Interpath Advisory,3,2133.6,867.98
001Vp00000GqEaMIAV,Treefrog Consulting Ltd.,3,2127.39,1052.17
0016100000Zcov9AAB,Trend Micro,7,2100.62,169.51
0018Y00002fr2p0QAA,Orbitax,2,2076.97,706.18
0018Y000031Di52QAC,HealthHero,1,2072.74,434.98
001Vp00000ZsdgFIAR,Iris Software,3,2046.59,863.68
001Vp0000038xOGIAY,Outernet Global,1,2040.56,1186.4
0018Y00002qSHOdQAO,Norfolk County Council,3,2034.3,982.65
0018Y0000347e24QAA,AXA Venture Partners,1,2017.22,847.03
0016100001H6kvLAAR,Queen Mary University of London,3,1958.71,640.96
001Vp00000Mf66WIAR,NEXGEN CLOUD LIMITED,1,1955.49,1231.77
001Vp00000Zu8tGIAR,ASPRIS (ARDEN) LIMITED,2,1946.86,853.17
001Vp00000FGOvNIAX,PRI ASSOCIATION,3,1940.92,1247.08
001Vp000003Ol7jIAC,FLIGHT CENTRE TRAVEL GROUP (EUROPEAN HOLDINGS) LTD,2,1937.22,524.25
0018Y0000346xucQAA,Edinburgh District Council,4,1936.5,769.52
0018Y00002fr8OKQAY,TURNER & TOWNSEND,9,1935.6,1201.71
001Vp00000d0pgoIAA,HITACHI CONSTRUCTION MACHINERY (UK) LIMITED,1,1925.82,966.33
001Vp00000eBV7vIAG,ratioventures.com,2,1912.92,1015.16
0016100001VcxHhAAJ,Sonova,1,1887.7,785.3
0016100001Fz4CHAAZ,ARAG,4,1852.51,958.62
001Vp0000038z1WIAQ,dataparq.com,2,1842.86,1185.68
0018Y000036e4RKQAY,IHP ANALYTICS LIMITED,3,1827.11,274.63
0016100001XnYgiAAF,Immuta,1,1800.82,1449.94
0013f000002nL05AAE,Symend,2,1795.28,667.58
001Vp00000TMNJuIAP,Nurse Plus Bristol,1,1739.68,1158.8
0016100001BJAHKAA5,Sagacity Solutions,1,1711.0,1076.22
001Vp0000038xBJIAY,Kids Planet Day Nurseries,2,1710.78,799.79
00161000005eOjEAAU,Boston Consulting Group (HQ),1,1707.31,794.87
0018Y00002vRS5OQAW,Mersey Care NHS Foundation Trust,20,1674.67,579.0
0013f000004T1h1AAC,SAI,6,1662.79,568.85
001Vp0000038xyuIAA,Anthony Nolan,2,1662.58,957.2
0018Y00002qSfbmQAC,Abp Limited,1,1655.92,478.56
0014N00001tNaz6QAC,Clinigen (Previously Idis Pharma),6,1645.76,572.4
001Vp00000CYTIQIA5,openeducationai.org,1,1636.48,567.89
001Vp00000dcoyFIAQ,NUBREED HOTELS LTD,1,1623.62,97.53
00161000016vlYTAAY,WPP,10,1598.93,756.06
0013f000008otweAAA,Ultromics Ltd,1,1587.95,203.7
0014N000027OvInQAK,Gratte,1,1576.38,1226.49
001Vp000007RGJGIA4,WHITEZIP LIMITED,3,1559.15,489.54
0014N000027QWr5QAG,East Suffolk and North Essex NHS Foundation Trust,1,1511.03,462.54
0018Y00002fshUJQAY,Midlands and Lancashire Commissioning Support Unit,3,1431.16,546.27
0016100001XnXnmAAF,RELX Group,7,1411.69,464.98
0018Y000031E5zkQAC,Edge Health UK,17,1409.6,657.95
0014N00001g8ztUQAQ,Brown & Brown Insurance,4,1409.36,85.87
001Vp00000dyw4KIAQ,FOURNET LIMITED,1,1399.74,852.48
0016100000U5DlaAAF,Honeywell,1,1385.58,233.66
0013f000009efbYAAQ,Interswitch Ltd,2,1384.46,587.38
0014N00001tNbElQAK,The Restaurant Group,1,1377.95,424.99
0018Y000036eArPQAU,Audere Solutions,1,1367.13,813.99
0018Y000036eANJQA2,Go-Pak UK,1,1333.97,658.4
001Vp000003FpOnIAK,CUBICO SUSTAINABLE INVESTMENTS GP 1 LIMITED,3,1322.64,527.25
0018Y000031Di4iQAC,Orderly,2,1302.87,372.92
0018Y00002yETSzQAO,Scottish Borders Council,3,1293.28,296.32
0013f0000065ARiAAM,National Grid USA Service Company,5,1288.44,330.94
001Vp0000084w0rIAA,OBAN MULTILINGUAL STRATEGY LIMITED,1,1260.48,428.56
0018Y00002kwVWHQA2,Novade Solutions Pte Ltd,1,1241.48,628.25
001Vp000006eL79IAE,Appcentrica Inc,3,1235.58,486.05
0014N00001g7CFKQA2,Capgemini Italy,6,1234.25,508.14
001Vp00000LbWPpIAN,ORGANOX LIMITED,4,1189.23,920.63
001Vp00000763LlIAI,Ayasdi  Inc.,2,1174.54,644.1
0016100001dRoArAAK,Covetrus,5,1168.4,295.07
0018Y00002lqXKBQA2,Ellis,1,1147.73,390.23
0016100001TPJy5AAH,Kearney,5,1142.67,388.46
001Vp00000J9LzzIAF,advisoryai.com,1,1136.78,778.83
0014N000027Pu3iQAC,Hachette Livre,1,1121.09,571.17
001Vp000005IE51IAG,Heidi,1,1117.52,903.32
001Vp00000IbjdRIAR,algo1.ai,2,1096.89,550.11
0018Y00002mymfxQAA,Wincanton Plc,5,1089.74,433.04
001Vp000004HFOtIAO,SEVEN INVESTMENT MANAGEMENT LLP,13,1065.5,507.59
001Vp00000D0dTMIAZ,InFynd,3,1055.8,279.12
001Vp0000033c2NIAQ,WJ,3,1051.01,550.71
001Vp000005BPRiIAO,CAPIFY HOLDINGS LIMITED,3,1040.16,132.62
001Vp000007cgS6IAI,Sava.Health,1,1037.19,561.85
001Vp00000HWVV7IAP,STOKE CITY FOOTBALL CLUB LIMITED,1,1023.04,295.65
001Vp00000QAlZoIAL,Sheffield United FC,1,1020.25,726.3
001Vp0000038zuGIAQ,FATHOM CONSULTING INC,1,1018.97,476.37
0016100001dQzbMAAS,Numerator,1,1017.07,217.67
001Vp00000eVqPxIAK,TCC GROUP LTD,4,1013.06,479.22
001Vp00000ZQifaIAD,britishsailingteam.com,1,966.87,278.83
001Vp0000033eE3IAI,flexicare.com,1,966.7,359.71
001Vp0000033VidIAE,inni.co.uk,1,964.94,521.85
0013f000009eMxlAAE,ANS Group,17,959.92,360.37
0016100000Wy1oOAAR,Sub2 Technologies,1,939.49,439.03
0016100001XnaAMAAZ,Apexon,4,935.08,701.86
001Vp000007kWH3IAM,WITHERSLACK GROUP (HOLDINGS) LIMITED,2,930.55,369.78
001Vp000003FpoZIAS,odysse.co.uk,4,923.11,422.75
001Vp000004VGW6IAO,Uinsure,2,902.29,149.23
0016100001F0zLdAAJ,EG Group - EMEA,2,874.44,453.43
001Vp00000djTQoIAM,4SYTE LTD,3,862.89,521.89
001Vp00000VoD9uIAF,CloserStill Media,5,859.02,481.53
0016100001WowEqAAJ,The University of Nottingham,3,835.94,333.81
0014N00001ndEtXQAU,CFT,1,834.6,248.72
0018Y00002qRq8fQAC,Aerial Direct Ltd,2,819.39,407.81
0014N00002D9JBpQAN,STATSports,1,781.73,357.92
0014N00001g8SVyQAM,Capgemini America  Inc.,43,778.43,376.23
001Vp000006nC6KIAU,datavisionservices.co.uk,3,776.22,295.92
0016100001UgrMHAAZ,The Data Shed,2,753.74,192.2
0016100001XnYzyAAF,Mott MacDonald,8,741.9,304.34
001Vp00000YmeijIAB,AVASK GLOBAL COMPLIANCE LTD,1,738.85,284.1
0018Y00002fpZHvQAM,Twentyci Limited,4,733.7,272.35
0018Y0000347o1oQAA,Sterling Pharma Solutions,5,723.96,380.09
001Vp00000Ez01WIAR,SERIOS GROUP LIMITED,6,721.18,439.48
0013f000009eNNXAA2,MiiCare,2,718.82,149.94
0014N00001nf83yQAA,Big Village,3,711.07,165.28
001Vp00000dzTwHIAU,THINK FUTURE LIMITED,2,700.67,301.24
0016100001XnYzAAAV,GHD Services,4,699.04,273.7
001Vp000009D3KiIAK,DCFC LIMITED,1,694.94,301.09
0014N00001g8gnvQAA,TEAM Software,4,683.83,202.62
001Vp0000033gkCIAQ,Norfolk Constabulary,1,667.23,272.12
0018Y00002fruFlQAI,Peterson,3,643.99,298.01
0016100000d1jkpAAA,Zafin,1,633.12,2.33
001Vp00000MWvmTIAT,indstry.ai,1,627.22,175.94
001Vp0000033eYsIAI,bainescutler.co.uk,2,616.89,281.26
0018Y000031E2KBQA0,Credit Canary,1,609.57,273.76
0014N00001neyTAQAY,REED EXECUTIVE LIMITED,1,598.74,235.85
001Vp00000Ibkw6IAB,4-admin.co.uk,1,597.76,335.9
001Vp00000OxRpaIAF,IPSUM CAPITAL HOLDINGS LIMITED,2,588.87,461.33
0014N00001g7xdAQAQ,Noon,2,571.43,194.26
001Vp00000Nl4uHIAR,totalpolitics.com,1,551.66,319.36
001Vp00000YvlcyIAB,Dorset Healthcare University NHS Foundation Trust,2,548.08,308.72
001Vp000003pD9aIAE,Aptitude Advisors Limited,4,542.1,428.4
00161000015I3vpAAC,Dentsu Media,2,531.58,144.42
001Vp0000096I3XIAU,Bluegem Capital Partners,3,528.02,215.36
001Vp00000395euIAA,Factor 50,5,517.04,219.98
001Vp00000Az2gfIAB,BRISTOL WASTE COMPANY LIMITED,1,508.36,201.97
001Vp000008EFSfIAO,MERCURY XRM LIMITED,1,507.4,409.21
0013f000009f5RGAAY,Indicium 1 (Mesh),3,500.65,131.63
001Vp00000GXR6hIAH,JAWRAA CO,1,494.49,201.18
001Vp0000033bFqIAI,vanteceurope.com,6,481.08,136.7
001Vp00000d0d7oIAA,inventur.uk,1,477.08,162.21
0016100001DzUOqAAN,JCDecaux,7,470.99,160.14
001Vp00000393zWIAQ,Intelligent Insurance,1,469.72,234.94
001Vp0000033UOVIA2,sertconsulting.co,1,463.48,215.18
0014N00001tNZTvQAO,FDM Group,1,455.49,98.73
001Vp00000ZCTTWIA5,AGRONI RESEARCH LIMITED,1,443.56,266.03
0013f000004RZgSAAW,Belmont Green Finance Limited,3,437.65,173.91
001Vp0000033VLzIAM,MAZETIME LTD.,3,435.29,65.67
0018Y00002frBndQAE,Hamilton Fraser,3,435.25,125.79
0013f000005RNbeAAG,Property Market Analysis LLP,10,430.56,329.0
001Vp0000033iO0IAI,EDGEFOLIO UK LIMITED,6,421.81,198.53
0013f0000064JXgAAM,Mowi,2,417.44,120.64
001Vp0000033SG3IAM,CELEBRUS TECHNOLOGIES PLC,3,414.58,174.83
001Vp0000033UHrIAM,OPTIMA CONSULTANTS LIMITED,4,410.74,246.21
0018Y000031Eof0QAC,MACR Software,161,394.22,221.0
001Vp00000DFJMIIA5,The Data Company Group Ltd,3,387.81,221.97
001Vp000006nFgrIAE,NATIONAL TRAINING COMPANY LIMITED,1,378.66,75.05
0018Y00002yGCv0QAG,CGI UK,2,378.42,225.69
0016100001XnatzAAB,Aurizon,1,372.44,112.37
001Vp000005e5nhIAA,Joblogic,4,367.59,122.51
0016100001Qceu9AAB,Alvarez & Marsal,3,357.78,106.56
0016100000ZcJIZAA3,McKinsey & Company (HQ),13,355.38,168.13
001Vp0000033hK2IAI,AMEK INVESTMENTS (CENTRAL LONDON) LIMITED,1,342.81,116.56
0018Y00002o1BZvQAM,West Sussex County Council,1,334.19,119.8
001Vp00000EKnJ3IAL,pontistechnology.com,1,328.3,111.01
0014N00002D7jZvQAJ,Washington State Department of Health,4,327.68,167.93
