salesforce_account_id,account_name,active_workspace_count,q4_2025_dbus,q4_2025_dollars
001Vp00000Lt93OIAR,Sustainware,3,0.0,0.0
001Vp00000goNSjIAM,morgansindallgroup.com,1,0.0,0.0
0016100001TPKUjAAP,Fractal Analytics Inc. (HQ),1,0.0,0.0
0016100000gMEzHAAW,ASOS,9,0.0,0.0
0016100001TPKzxAAH,Sapiens,1,0.0,0.0
0013f0000064fTMAAY,Wiz.io,1,0.0,0.0
0016100001TOUVfAAP,Trustmarque Solutions Ltd,1,0.0,0.0
001Vp0000033YGRIA2,alumno.uned.es,1,0.0,0.0
0013f000008oi5TAAQ,Missouri State University,2,0.0,0.0
001Vp0000033T45IAE,LIVING JEWELS LIMITED,1,0.0,0.0
0016100001TPJdQAAX,Sitecore,1,0.0,0.0
0014N00001g8JizQAE,Oklahoma State University,1,0.0,0.0
001Vp0000033eNdIAI,buildmeasurelearn.se,1,0.0,0.0
001Vp0000038nTUIAY,student.fon.bg.ac.rs,1,0.0,0.0
001Vp00000goQX7IAM,cubatics.co.uk,1,0.0,0.0
0014N00001nfLbTQAU,Accenture - South East Asia,3,0.0,0.0
0014N00001g8howQAA,Tata Consultancy Services Asia Pacific Pte. Ltd.,5,0.0,0.0
001Vp0000038pdSIAQ,CENTELLI LTD,1,0.0,0.0
0016100001H6kCdAAJ,Lloyd's Register Group,1,0.0,0.0
001Vp00000B7d6MIAR,johnneeson.com,1,0.0,0.0
001Vp00000JIFNVIA5,University of Toronto,10,0.0,0.0
0016100001STm6cAAD,Guaranty Trust Bank,1,0.0,0.0
001Vp00000BItiuIAD,HOLLAND MOUNTAIN GROUP LIMITED,3,0.0,0.0
0016100001TPKV9AAP,SC Johnson & Son,1,0.0,0.0
001Vp000004cPEVIA2,student.pk.edu.pl,1,0.0,0.0
0018Y00002yHh0pQAC,G.Network,2,0.0,0.0
0013f000009erUIAAY,Universidad Católica Andrés Bello,1,0.0,0.0
001Vp0000033UBZIA2,FSP CONSULTING SERVICES LIMITED,2,0.0,0.0
001Vp00000EzCXFIA3,Bengal Heritage Foundation,1,0.0,0.0
001Vp000007OY1QIAW,WHITE OAK EUROPE  LTD,4,0.0,0.0
001Vp0000033JRDIA2,leit.ltd,1,0.0,0.0
0016100001dPzmKAAS,INGKA (IKEA),3,0.0,0.0
001Vp00000L7g3HIAR,live.com,7,0.0,0.0
001Vp00000ksrcxIAA,NORTH WALL CAPITAL SERVICES LTD,2,0.0,0.0
0016100001TPL0bAAH,Global Experience Specialists,3,0.0,0.0
001Vp0000038zvrIAA,paceo-it.co.uk,1,0.0,0.0
0016100000WRGm6AAH,Intel,1,0.0,0.0
0016100001WnThRAAV,Frimley Health NHS Foundation Trust,4,0.0,0.0
001Vp00000I4N0aIAF,ECONOMAT DES ARMEES,1,0.0,0.0
001Vp0000038s1dIAA,apac.adecco.net,1,0.0,0.0
0018Y00002qSn6FQAS,universidade de minho,1,0.0,0.0
0016100001FzBDKAA3,Arcadis,1,0.0,0.0
0016100001WnAvRAAV,South London and Maudsley NHS Foundation Trust,1,0.0,0.0
001Vp0000033XM5IAM,Savills Spain,1,0.0,0.0
001Vp0000056YijIAE,coep.sveri.ac.in,1,0.0,0.0
001Vp000009J8ZUIA0,ormrinn.net,2,0.0,0.0
0013f000005RxURAA0,Seetec,1,0.0,0.0
0014N00001iH1pMQAS,Dstl,1,0.0,0.0
001Vp000002RLQiIAO,Clouds On Mars Sp. z o.o.,6,0.0,0.0
0013f0000063xxQAAQ,Unmapped Workspaces - APJ,7,0.0,0.0
0013f000009exEMAAY,North East Ambulance Service,1,0.0,0.0
0014N00001tMyNdQAK,Associated British Foods plc,1,0.0,0.0
0013f00000642UhAAI,ValueLabs,1,0.0,0.0
0018Y000032THwQQAW,Ibstock Brick Limited,1,0.0,0.0
0016100001H6kIOAAZ,Yorkshire Water,1,0.0,0.0
001Vp0000033NxpIAE,JARVIS HOMES LIMITED,1,0.0,0.0
0016100001cgIbvAAE,Sembcorp Industries Ltd,1,0.0,0.0
001Vp00000qPy9cIAC,grahamveitch.com,1,0.0,0.0
0018Y00002nHygeQAC,Kerv Digital,1,0.0,0.0
0016100001H6KpLAAV,Blenheim Chalcot,1,0.0,0.0
001Vp00000NklmmIAB,LIVERPOOL SCHOOL OF TROPICAL MEDICINE,1,0.0,0.0
001Vp0000038vEFIAY,JLG GROUP PLC,2,0.0,0.0
0013f000009e8mwAAA,Arca Blanca Ltd,2,0.0,0.0
0018Y000032U0VFQA0,Minerva,3,0.0,0.0
0013f000009g2lCAAQ,Axiata Digital & Analytics Berhad,1,0.0,0.0
0016100001XnbRIAAZ,SMS Group GmbH,1,0.0,0.0
0014N00001wpIq6QAE,Advancing Analytics,2,0.0,0.0
0018Y00002frmu8QAA,SDG Group,2,0.0,0.0
0016100001BIqcDAAT,AstraZeneca,2,0.0,0.0
001Vp00000WvROLIA3,Fathom Group,1,0.0,0.0
0014N00001neNQiQAM,Toyotsu Syscom Corporation,1,0.0,0.0
001Vp00000mfyMPIAY,PERENNA CAPITAL MANAGEMENT LLP,2,0.0,0.0
001Vp000004TPDiIAO,ROEHAMPTON UNIVERSITY,17,0.0,0.0
0016100001OByKFAA1,Valtech SA,3,0.0,0.0
0016100001TPKyVAAX,SoftwareOne AG,3,0.0,0.0
001Vp000003FYKvIAO,Swindon Borough Council,2,0.0,0.0
001Vp00000OLIVbIAP,BAUTEK BILGI TEKNOLOJILERI SANAYI VE TICARET LIMITED SIRKETI,1,0.0,0.0
0018Y00002scawZQAQ,InterVorks DOOEL,2,0.0,0.0
001Vp00000391EnIAI,XPERTRULE SOFTWARE LIMITED,1,0.0,0.0
0013f0000063WehAAE,AXA SEMEA,4,0.0,0.0
001Vp0000033aTkIAI,kimstrad.com,2,0.0,0.0
0013f00000642OXAAY,Nanyang Technological University (NTU),1,0.0,0.0
001Vp0000033XqsIAE,element4.net,1,0.0,0.0
001Vp000003voxiIAA,RAPIER COMMUNICATIONS LIMITED,4,0.0,0.0
001Vp00000GXPUhIAP,mwanini.co.uk,1,0.0,0.0
001Vp00000EyrXjIAJ,PETRA EDUCATION,1,0.0,0.0
001Vp00000PIM6vIAH,RUPE LTD,1,0.0,0.0
001Vp000004ed3pIAA,EGLANTINE TECHNOLOGY LIMITED,1,0.0,0.0
0016100000U5DmVAAV,AECOM,1,0.0,0.0
0013f000009e3zAAAQ,Medway Council,1,0.0,0.0
0016100001Xnb4YAAR,Nelson,1,0.0,0.0
0013f00000AiP98AAF,Nottingham Trent University,9,0.0,0.0
00161000011abNsAAI,Xiatech,1,0.0,0.0
001Vp000007yAmtIAE,students.tamuk.edu,1,0.0,0.0
0014N00001tOE3AQAW,Tata Consultancy Services US New York,1,0.0,0.0
0014N00001ndxHtQAI,HubStar,1,0.0,0.0
001Vp0000033b7rIAA,e-uvt.ro,1,0.0,0.0
001Vp0000033T7KIAU,stu.ptit.edu.vn,1,0.0,0.0
001Vp0000033WGOIA2,Asociacion Mexicana de Cultura  A.C..,1,0.0,0.0
0013f000008omtVAAQ,Turn.io,1,0.0,0.0
001Vp000004zgy8IAA,Eötvös Loránd Tudományegyetem,1,0.0,0.0
0016100000ZcJ5GAAV,Bechtel,2,0.0,0.0
0018Y00002vQli6QAC,Dayshape,1,0.0,0.0
001Vp00000k7btCIAQ,INTEGER TELECOM SERVICES (INDIA) PRIVATE LIMITED,1,0.0,0.0
001Vp00000gouZvIAI,HITSSPORTS LIMITED,1,0.0,0.0
0013f000004Su5uAAC,Adroits International Pte Ltd,1,0.0,0.0
001Vp00000396e3IAA,Cynozure Group Ltd,4,0.0,0.0
0013f000004PuBIAA0,Grey Matter,1,0.0,0.0
001Vp0000033TqPIAU,student.ue.wroc.pl,1,0.0,0.0
0016100001XnYgSAAV,The University of Edinburgh,2,0.0,0.0
001Vp00000gonN8IAI,AUREM CARE GROUP LIMITED,1,0.0,0.0
001Vp00000M92M7IAJ,MMRG,2,0.0,0.0
001Vp0000063NOAIA2,NEUVEN SOLUTIONS HOLDINGS LIMITED,2,0.0,0.0
00161000005eOc4AAE,Verisk Analytics,2,0.0,0.0
001Vp00000CJ5OXIA1,AHPL CONSULTANTS LIMITED,2,0.0,0.0
001Vp00000GXLULIA5,MEERUT INSTITUTE OF TECHNOLOG,3,0.0,0.0
001Vp00000gp63BIAQ,opendata.energy,1,0.0,0.0
001Vp0000033eldIAA,INNATE METRICS BUSINESS INSIGHTS LLP,2,0.0,0.0
001Vp0000033QHYIA2,gazprom-energy.com,1,0.0,0.0
001Vp0000033dkyIAA,Universidad Apec,1,0.0,0.0
0018Y0000347RQ2QAM,Saint Louis University,1,0.0,0.0
001Vp00000dsI11IAE,Globant India Private Limited,1,0.0,0.0
001Vp0000033ji3IAA,PERTEMPS NETWORK GROUP LIMITED,2,0.0,0.0
0016100001Qcv4gAAB,Alimentation Couche-Tard,1,0.0,0.0
001Vp00000TpQ33IAF,unifycs.co.uk,1,0.0,0.0
0016100001EzrfPAAR,Lennox International,3,0.0,0.0
0013f000005T0lkAAC,Everis Portugal,2,0.0,0.0
001Vp00000KdC96IAF,astorial.io,2,0.0,0.0
0014N00001ncNcvQAE,University of Alabama at Birmingham,1,0.0,0.0
001Vp000005oYN7IAM,Jazz,1,0.0,0.0
001Vp000003FaBQIA0,TBS FINANCIAL SERVICES LTD,1,0.0,0.0
0013f000005RNcXAAW,Smoothwall,2,0.0,0.0
001Vp00000ZNWHdIAP,dreamingvoid.net,1,0.0,0.0
001Vp00000UsYcwIAF,XANTURA LIMITED,1,0.0,0.0
0018Y00002m4972QAA,Frontier Insurance Solutions Ltd.,2,0.0,0.0
0016100001XnbAvAAJ,NUI Galway - NUI Galway,3,0.0,0.0
0013f000009eQGlAAM,Bibby Financial Services (C),3,0.0,0.0
0016100001H6kDuAAJ,Neilson Financial Services Ltd,1,0.0,0.0
0018Y00002kwVUsQAM,Universiti Teknologi PETRONAS,1,0.0,0.0
001Vp00000RqgmrIAB,infinas.insure,1,0.0,0.0
0018Y00002kwJ76QAE,Phoenix Equity Partners Ltd,1,0.0,0.0
0018Y00002yGsXOQA0,Nordcloud Oy,2,0.0,0.0
001Vp00000BE5BPIA1,simplegrp.co.uk,1,0.0,0.0
001Vp00000CvjhSIAR,my.ipleiria.pt,1,0.0,0.0
0018Y000036fl9RQAQ,UNIVERSITY OF LIVERPOOL,2,0.0,0.0
001Vp0000038vkUIAQ,o2.pl,1,0.0,0.0
001Vp00000R3RYqIAN,VIRTUAL VIEWING LIMITED,1,0.0,0.0
001Vp0000038xz5IAA,DATA HQ HOLDINGS LTD,1,0.0,0.0
0013f000005SGi2AAG,WPA,1,0.0,0.0
001Vp0000033SG4IAM,MLP NEWCO 1 LIMITED,5,0.0,0.0
0016100001Isxq1AAB,Archer Daniels Midland,3,0.0,0.0
0016100001IuPMzAAN,Capgemini S.A. (HQ),1,0.0,0.0
001Vp0000033XM9IAM,VISTRY GROUP PLC,1,0.0,0.0
0013f000005SltYAAS,4Com,2,0.0,0.0
00161000016uZ5HAAU,Publicis,1,0.0,0.0
0013f000009eU0oAAE,IBM,1,0.0,0.0
001Vp00000LWbreIAD,magesense.io,1,0.0,0.0
0018Y00002vRS3cQAG,Leeds Teaching Hospitals NHS Trust,4,0.0,0.0
00161000016umANAAY,EPAM Systems,4,0.0,0.0
001Vp0000033ca8IAA,UNIVERSITY OF SUSSEX(THE),2,0.0,0.0
001Vp00000gonzrIAA,bizpredict.ai,1,0.0,0.0
0016100001H4kmhAAB,KPI Partners,1,0.0,0.0
0016100001TPJaMAAX,Arthur J. Gallagher & Co.,5,0.0,0.0
001Vp0000033bJ7IAI,cizconsult.com,3,0.0,0.0
001Vp00000gpJ5GIAU,edu.hmu.gr,3,0.0,0.0
001Vp00000mOHk1IAG,FERLENCIAS FLORAL DESIGNS,1,0.0,0.0
0016100001XnclfAAB,Griffith College,2,0.0,0.0
001Vp0000033esJIAQ,azure.techlensglobal.com,2,0.0,0.0
0016100001SQS9QAAX,The Brattle Group,1,0.0,0.0
001Vp0000033Yl6IAE,WRAGBY BUSINESS SOLUTIONS & TECHNOLOGIES LIMITED,2,0.0,0.0
001Vp00000IbYrdIAF,azureplayer.net,5,0.0,0.0
0016100001H5p84AAB,Cirata,6,0.0,0.0
0018Y000036fNb2QAE,RECYCLEYE LTD,2,0.0,0.0
0013f0000064urtAAA,Aays Technologies (HQ),4,0.0,0.0
0014N00001nfk9zQAA,J&J Denholm,1,0.0,0.0
0016100001BItGYAA1,JLA,4,0.0,0.0
001Vp00000gHDPVIA4,JMAN Group Limited,2,0.0,0.0
001Vp00000BwrAmIAJ,MERLIN XL LIMITED,2,0.0,0.0
0016100001SRVaAAAX,DataRobot  Inc.,1,0.0,0.0
001Vp0000033bPuIAI,BRACE HOLDINGS (PTY) LTD,1,0.0,0.0
0018Y0000348heQQAQ,Northell Partners Ltd,4,0.0,0.0
001Vp00000gowNCIAY,alumnos.frm.utn.edu.ar,1,0.0,0.0
0018Y00002r5vrvQAA,Persistent Systems Limited (HQ),1,0.0,0.0
001Vp000004zeDNIAY,boulding.net,1,0.0,0.0
0016100001Dx6UWAAZ,Cloud Perspective Ltd,1,0.0,0.0
0016100001Xod1ZAAR,University of Illinois at Chicago,1,0.0,0.0
001Vp00000DZZcxIAH,ROCKPOOL GROUP LTD,1,0.0,0.0
0014N00001ipsf2QAA,Halfspace,2,0.0,0.0
001Vp00000goraPIAQ,spacenk.io,1,0.0,0.0
0014N00001ipHbMQAU,BlueBay Asset Management,3,0.0,0.0
001Vp00000IuJtdIAF,cloudahead.uk,1,0.0,0.0
0016100001EzvtlAAB,Westminster City Council,1,0.0,0.0
0014N000027P2fhQAC,Agilisys,1,0.0,0.0
0016100000Y4NquAAF,Xebia (HQ),1,0.0,0.0
001Vp00000Ez8WsIAJ,MAEVING LIMITED,1,0.0,0.0
001Vp00000cuffOIAQ,CASA DO PESSOAL DO ISEC,1,0.0,0.0
001Vp000004cOtcIAE,ustdoes.tech,1,0.0,0.0
0014N00001g8iPxQAI,Experian EMEA Ascend,1,0.0,0.0
001Vp0000038onlIAA,HELLENIC OPEN UNIVERSITY,2,0.0,0.0
0016100001BItKcAAL,University of Reading,11,0.0,0.0
0013f000005SvloAAC,Macmillan Cancer Support,3,0.0,0.0
0013f000005RwT9AAK,Unmapped Workspaces - AMER,2,0.0,0.0
001Vp00000CKCPjIAP,live.mdx.ac.uk,1,0.0,0.0
0013f000008oryCAAQ,Columbus Global,4,0.0,0.0
0018Y00002lrBv8QAE,BUSINESS PROCESS & TECHNOLOGIES INTEGRATION S.A.S,2,0.0,0.0
001Vp00000TpQcVIAV,angelusalas.com,1,0.0,0.0
0014N000027QdUkQAK,Grupa Wirtualna,2,0.0,0.0
0013f0000063o8ZAAQ,University of Leeds,3,0.0,0.0
0018Y00002yGD2VQAW,NTT Data Business Solutions UK,1,0.0,0.0
0016100001H4PM9AAN,Coca-cola Europacific Partners,1,0.0,0.0
001Vp00000393ebIAA,FOCUS DATA SERVICES LIMITED,1,0.0,0.0
0014N00001tQ1ncQAC,Bluesource,1,0.0,0.0
0016100001H5p3RAAR,Qlik (HQ),1,0.0,0.0
001Vp000000V3HzIAK,The University of Tokyo,1,0.0,0.0
0013f000009dyWsAAI,Islington Council,2,0.0,0.0
001Vp0000033TaAIAU,unimail.derby.ac.uk,2,0.0,0.0
0016100001fRsoxAAC,FPT Long Chau Pharma Joint Stock Company,1,0.0,0.0
001Vp00000FZ5HEIA1,alumnos.unex.es,1,0.0,0.0
0018Y000036f4YDQAY,C&R Software,1,0.0,0.0
0016100001D82f0AAB,Oddschecker (Sky Betting & Gaming),1,0.0,0.0
001Vp00000DVtbvIAD,vivodefence.com,3,0.0,0.0
001Vp0000033YyBIAU,datagene.expert,3,0.0,0.0
001Vp000005INHtIAO,ufide.ac.cr,1,0.0,0.0
0013f000009efXdAAI,Akademia Gorniczo Hutnicza im Stanislawa Staszica w Krakowie,1,0.0,0.0
0016100001TNdGXAA1,PA Consulting,2,0.0,0.0
001Vp00000ZvvAIIAZ,COMPASS-SERVICES TO IMPROVE HEALTH AND WELLBEING,1,0.0,0.0
0016100001N28BXAAZ,University of Cincinnati,1,0.0,0.0
0018Y0000346xnbQAA,Cheshire East Council,1,0.0,0.0
0018Y0000347R6HQAU,Purdue University Fort Wayne,1,0.0,0.0
001Vp000003902XIAQ,Utelogy Corporation,1,0.0,0.0
0016100000d1lWCAAY,Thoughtworks US,4,0.0,0.0
001Vp00000ei5auIAA,Lamex Group,1,0.0,0.0
0016100001G2D7YAAV,Infosys Technologies (HQ),1,0.0,0.0
0016100000Y5ccqAAB,Marionete,1,0.0,0.0
0016100001TPJzgAAH,Striim,1,0.0,0.0
00161000019qSEQAA2,Janus Henderson Investors US LLC,4,0.0,0.0
001Vp00000FYydrIAD,elearntesting.in,1,0.0,0.0
0014N000027P2ZVQA0,Graham and Brown,1,0.0,0.0
00161000005eOm5AAE,Thales Group,1,0.0,0.0
0016100001F1bHAAAZ,Communication Headquarters,4,0.0,0.0
0016100001dQ1LiAAK,Motorq,2,0.0,0.0
001Vp00000arudiIAA,eax360.com,1,0.0,0.0
00161000005eOdjAAE,Microsoft,12,0.0,0.0
0018Y00002fpZ4ZQAU,Vita Health Group,5,0.0,0.0
001Vp0000038urMIAQ,WATER PLUS GROUP LIMITED,1,0.0,0.0
0018Y000036dHNWQA2,UNIVERSITY OF EXETER,1,0.0,0.0
001Vp000008bO8UIAU,Sona Asset Management (US) LLC,1,0.0,0.0
001Vp0000033TFIIA2,pm.me,1,0.0,0.0
0013f000004RYTXAA4,Lancashire  County of,1,0.0,0.0
001Vp0000033jOgIAI,digidatacomputing.co.uk,1,0.0,0.0
0018Y00002pLoRIQA0,Deloitte GmbH Wirtschaftsprüfungsgesellschaft,3,0.0,0.0
0018Y00002scE9LQAU,HCL TECHNOLOGIES UK LIMITED,1,0.0,0.0
0016100001E0J71AAF,Varian Medical Systems,1,0.0,0.0
0016100001H5958AAB,PA Consulting,2,0.0,0.0
001Vp00000EyvJZIAZ,lakedb.co,1,0.0,0.0
001Vp000003953ZIAQ,onecityglobal.com,1,0.0,0.0
001Vp0000033j2FIAQ,BLUE LOGIC (HOLDINGS) LIMITED,1,0.0,0.0
0016100001dQ398AAC,Rivery,1,0.0,0.0
001Vp00000RJ8VVIA1,SQUARCLE CONSULTING LTD,1,0.0,0.0
0013f00000642ROAAY,Happiest Minds Technologies Limited,2,0.0,0.0
001Vp00000Jnc1BIAR,hmrcdevfj.com,1,0.0,0.0
0016100001TPLF2AAP,Washington University in St. Louis,1,0.0,0.0
001Vp00000goFbcIAE,BLUELIGHT CRM LTD,1,0.0,0.0
001Vp000003FpTfIAK,talmeez.pk,1,0.0,0.0
001Vp00000YPj6PIAT,NEXGEN HEALTHCARE COMMUNICATIONS LIMITED,1,0.0,0.0
0014N00001tQ1qtQAC,Davies,2,0.0,0.0
0016100000gLhkQAAS,Metia,1,0.0,0.0
0016100001fR5BXAA0,UFPE,1,0.0,0.0
0018Y00002fqyXGQAY,Anthony,2,0.0,0.0
0016100001Xna14AAB,Sphera Solutions  Inc.,1,0.0,0.0
0016100001TPKg7AAH,Temenos Group,1,0.0,0.0
001Vp000000k59eIAA,Wiz Digital Services,1,0.0,0.0
0018Y00002fqLxJQAU,JMAN Group Limited,1,0.0,0.0
001Vp00000HlG2oIAF,datago.solutions,1,0.0,0.0
001Vp0000038r2PIAQ,bluewin.ch,2,0.0,0.0
0018Y00002kwiSfQAI,BITS Pilani - India,1,0.0,0.0
001Vp00000mNi4lIAC,FSC GROUP LIMITED,1,0.0,0.0
0016100001BJJmFAAX,Markel Corporation,1,0.0,0.0
0013f0000064RGhAAM,endjin,1,0.0,0.0
0016100000ZcnkGAAR,Databricks,2,0.0,0.0
001Vp00000qQ0g1IAC,srhm.uk,1,0.0,0.0
001Vp0000033alIIAQ,UH HOLDINGS LIMITED,1,0.0,0.0
001Vp0000033Xr2IAE,COBALT BEACH LTD,2,0.0,0.0
001Vp00000JKQlEIAX,TRIAD GROUP PLC,2,0.0,0.0
001Vp00000goTzXIAU,gb3metacompliance.co.uk,1,0.0,0.0
001Vp00000gongTIAQ,MR AI TECH LTD,1,0.0,0.0
001Vp00000MMcOXIA1,sunoneltd.com,1,0.0,0.0
001Vp0000033aJzIAI,University Of The West Of England,1,0.0,0.0
001Vp00000NIxMVIA1,commonwealthlabs.co.uk,1,0.0,0.0
001Vp000006hJwtIAE,semperinvicta.io,2,0.0,0.0
001Vp0000033eXDIAY,students.campbellsville.edu,3,0.0,0.0
001Vp000005X4F0IAK,NAVOS TECHNOLOGIES  INC.,2,0.0,0.0
0018Y00002o14N2QAI,Datasparq Ltd,4,0.0,0.0
0016100000U5DuXAAV,Salesforce.com,1,0.0,0.0
0016100001Ey4nQAAR,Avanade Inc (HQ),1,0.0,0.0
001Vp0000038yISIAY,imvotinglabour.com,1,0.0,0.0
001Vp00000OxKktIAF,mehjv.com,3,0.0,0.0
0013f000008ozyGAAQ,UK Health Security Agency (UKHSA),3,0.0,0.0
0018Y00002seeUlQAI,ISS A/S,1,0.0,0.0
001Vp0000033VLsIAM,alumni.iebschool.com,1,0.0,0.0
0016100001H6kvIAAR,King's College London,2,0.0,0.0
0016100001ATzwXAAT,ManuLife Financial,1,0.0,0.0
0018Y00002scOAwQAM,Merseyside Police,5,0.0,0.0
0016100001Qb7pjAAB,Simplyhealth,5,0.0,0.0
001Vp00000VB2npIAD,NATIONAL CENTRE FOR SOCIAL RESEARCH,4,0.0,0.0
001Vp0000033LxfIAE,Carfinance 247,2,0.0,0.0
0018Y00002qRUCQQA4,Calrom Limited,3,0.0,0.0
001Vp00000391KwIAI,pairgo.co.uk,1,0.0,0.0
0014N00001nddeJQAQ,ProArch IT Solutions Pvt Ltd,2,0.0,0.0
0018Y00002m3xJHQAY,Mitchells & Butlers PLC,1,0.0,0.0
001Vp00000fIftBIAS,datamavenlabs.com,1,0.0,0.0
0018Y00002lqFWWQA2,Fujitsu Finland Oy,2,0.0,0.0
001Vp00000A6scfIAB,lloydsbanking.dev,1,0.0,0.0
0014N00001nf84hQAA,Methods Business and Digital Technology Limited,3,0.0,0.0
0016100001F0UfbAAF,NHS Shared Business Services (NHS SBS),1,0.0,0.0
001Vp000005dsIoIAI,thepowerpeople.com,1,0.0,0.0
001Vp00000cjTgIIAU,Nan,3,0.0,0.0
0016100001BItICAA1,NFU Mutual,1,0.0,0.0
001Vp0000033bhRIAQ,Fitit,1,0.0,0.0
0018Y0000347eEXQAY,Esurv Chartered Surveyors,3,0.0,0.0
001Vp00000K27GPIAZ,nanba.co.uk,3,0.0,0.0
0014N00001nf869QAA,Scott Logic,3,0.0,0.0
001Vp0000038z1dIAA,tekantis.com,2,0.0,0.0
001Vp00000BYDPeIAP,student.riphah.edu.pk,1,0.0,0.0
0018Y0000348P0dQAE,The Scouts,2,0.0,0.0
001Vp0000033iKbIAI,Platinion GmbH,1,0.0,0.0
001Vp0000038i3zIAA,GRACE MEDIA LIMITED,3,0.0,0.0
001Vp000003vgx7IAA,DATA TECHNOLOGY (UK) LIMITED,2,0.0,0.0
001Vp00000aiVGJIA2,Wanstor,1,0.0,0.0
001Vp000003FTrSIAW,rai.usc.es,1,0.0,0.0
001Vp00000IbqALIAZ,nfive.uk,2,0.0,0.0
001Vp000005dOHOIA2,SILVER BIRCH FINANCE LIMITED,1,0.0,0.0
001Vp0000044wkmIAA,BAE Systems Inc. (FSI),2,0.0,0.0
001Vp00000Kd9w1IAB,Qubiz Holding B.V.,1,0.0,0.0
001Vp0000033OlsIAE,BFC AMBULANCES,3,0.0,0.0
001Vp00000AeGi2IAF,etu.u-paris.fr,1,0.0,0.0
001Vp000004D5hVIAS,Dimensic B.V.,1,0.0,0.0
001Vp00000Rf1yNIAR,Celestar Corporation,1,0.0,0.0
001Vp0000033ha3IAA,saishinfotechltd.com,3,0.0,0.0
0016100001Ugr8UAAR,Techvista Systems FZ LLC,2,0.0,0.0
001Vp0000033hYCIAY,CARDIFF COUNTY COUNCIL,3,0.0,0.0
0016100001dRGTHAA4,Charles Taylor Consulting plc,1,0.0,0.0
0014N00001iHJp0QAG,TIQRI,1,0.0,0.0
001Vp0000038xarIAA,turnvirtual.co.uk,1,0.0,0.0
0014N00001g7sDpQAI,TMNAS,1,0.0,0.0
001Vp0000033QivIAE,itelligent-i.com,2,0.0,0.0
0016100001aQCcIAAW,HSO,3,0.0,0.0
0014N00001iGkEQQA0,RFA,1,0.0,0.0
0013f000005Sb3aAAC,Kluster,1,0.0,0.0
0016100001E08bCAAR,Surrey County Council,1,0.0,0.0
001Vp00000mrqeKIAQ,sparkadia.co.uk,1,0.0,0.0
001Vp0000033cbxIAA,Universidad Galileo,1,0.0,0.0
0013f00000642Q2AAI,Chandigarh University,2,0.0,0.0
001Vp00000AYbE3IAL,The Dot Consulting Collective Limited,1,0.0,0.0
0016100001QeSVyAAN,Egton Medical Information Systems Limited,2,0.0,0.0
001Vp00000ksr85IAA,KIDNEY RESEARCH UK,2,0.0,0.0
0016100001TPJgUAAX,Tencent Limited,2,0.0,0.0
0016100001WoQktAAF,Altron,1,0.0,0.0
001Vp0000033hgSIAQ,FACULDADE DE CIÊNCIAS E TECNOLOGIA DA UNIVERSIDADE NOVA DE LISBOA,1,0.0,0.0
0018Y00002scDraQAE,Kaar Technologies (HQ),1,0.0,0.0
0016100000ZcnkpAAB,University of Copenhagen,1,0.0,0.0
001Vp00000C1GzvIAF,NUMERICA QUANTITATIVE SERVICES PRIVATE LIMITED,1,0.0,0.0
0013f000009dPQVAA2,Spencer Health Solutions,1,0.0,0.0
001Vp00000LHVGRIA5,THE BLACKBURN ROVERS FOOTBALL AND ATHLETIC LIMITED,1,0.0,0.0
0016100001XpKA9AAN,Publicis Americas,3,0.0,0.0
001Vp00000UwsTYIAZ,THOMAS TELFORD LIMITED,1,0.0,0.0
0016100001EzsHTAAZ,Innovise,1,0.0,0.0
0014N000025h31oQAA,BENlabs,4,0.0,0.0
001610000141ounAAA,Davidson Kempner Capital Management LP,1,0.0,0.0
0014N00002BBmFsQAL,Riviera Travel,2,0.0,0.0
001Vp0000033YGUIA2,hampshire.pnn.police.uk,1,0.0,0.0
001Vp00000mfqn4IAA,K3 CAPITAL GROUP LIMITED,2,0.0,0.0
0016100001dR1ibAAC,Qbase Group,1,0.0,0.0
001Vp00000goCdlIAE,STORM (ID) LTD.,1,0.0,0.0
0016100001TPKTqAAP,Wood Group UK Limited,1,0.0,0.0
001Vp000004QtD5IAK,EUVIC S A,2,0.0,0.0
0014N00001iGXrfQAG,SFDC Demo Customer,2,0.0,0.0
001Vp000004cJnbIAE,OXFORD UNIVERSITY ENDOWMENT MANAGEMENT LIMITED,1,0.0,0.0
0016100001H5p66AAB,Kudelski Group,2,0.0,0.0
001Vp00000A6SLsIAN,MERSAL FOUNDATION FOR CHARITY AND DEVELOPMENT,1,0.0,0.0
001Vp00000396inIAA,6dgcloud.net,2,0.0,0.0
001Vp00000GqGHBIA3,DRI-PAK LIMITED,1,0.0,0.0
0014N00001nfDfKQAU,Countrywide,1,0.0,0.0
001Vp00000goeYNIAY,ip0s.com,1,0.0,0.0
001Vp0000033ZSYIA2,MERTHYR TYDFIL COUNTY BOROUGH COUNCIL,3,0.0,0.0
001Vp0000033Zj3IAE,UNIVERSITY OF BRISTOL,1,0.0,0.0
0014N00001iGwTUQA0,Future Anthem Ltd,1,0.0,0.0
0016100001G26KvAAJ,BAT,3,0.0,0.0
00161000019qozeAAA,Teleperformance Group,1,0.0,0.0
001Vp0000067gP4IAI,ENTEGRA EUROPE UK LIMITED,1,0.0,0.0
001Vp0000033abhIAA,ad.mmu.ac.uk,3,0.0,0.0
